Customer_ID,Customer_Name,Last_Order_Date,Frequency,Monetary,Recency,AOV,R_Score,F_Score,M_Score,RFM_Score,Segment
CUST00836,Arjun Kumar,2024-11-26,8,63526.159999999996,36,7940.77,3,4,3,3.3333333333333335,High Value
CUST00837,Sai Das,2024-12-31,3,7396.27,1,2465.42,4,1,1,2.0,Medium Value
CUST00838,Unknown,2024-03-12,5,55322.21000000001,295,11064.44,1,3,3,2.3333333333333335,Medium Value
CUST00839,Aadhya Reddy,2023-05-12,2,9532.5,600,4766.25,1,1,1,1.0,Low Value
CUST00840,Isha Verma,2024-09-26,5,22571.41,97,4514.28,2,3,2,2.3333333333333335,Medium Value
CUST00841,Reyansh Patel,2024-11-23,4,41297.71,39,10324.43,3,2,3,2.6666666666666665,Medium Value
CUST00843,Aditya Kumar,2024-09-15,6,46689.34,108,7781.56,2,4,3,3.0,High Value
CUST00844,Arjun Sharma,2024-10-20,9,83056.18,73,9228.46,3,4,4,3.6666666666666665,High Value
CUST00845,Ayaan Bose,2024-10-31,3,14601.460000000001,62,4867.15,3,1,1,1.6666666666666667,Low Value
CUST00846,Vihaan Das,2024-10-06,8,136011.28,87,17001.41,2,4,4,3.3333333333333335,High Value
CUST00847,Kiara Chopra,2024-05-09,6,29378.059999999998,237,4896.34,1,4,2,2.3333333333333335,Medium Value
CUST00848,Ishaan Gupta,2024-12-21,3,21012.12,11,7004.04,4,1,2,2.3333333333333335,Medium Value
CUST00849,Aadhya Kapoor,2024-10-28,2,16693.18,65,8346.59,3,1,2,2.0,Medium Value
CUST00850,Ishaan Mehta,2023-11-06,4,44648.729999999996,422,11162.18,1,2,3,2.0,Medium Value
CUST00851,Diya Iyer,2024-08-31,5,50630.49,123,10126.1,2,3,3,2.6666666666666665,Medium Value
CUST00852,Aarav Kumar,2023-05-23,1,7961.64,589,7961.64,1,1,1,1.0,Low Value
CUST00853,Isha Nair,2024-09-12,6,28061.69,111,4676.95,2,4,2,2.6666666666666665,Medium Value
CUST00854,Ananya Bose,2024-05-01,5,5278.49,245,1055.7,1,3,1,1.6666666666666667,Low Value
CUST00855,Aarav Menon,2024-01-27,2,8201.28,340,4100.64,1,1,1,1.0,Low Value
CUST00856,Ananya Kumar,2024-02-19,2,54807.69,317,27403.84,1,1,3,1.6666666666666667,Low Value
CUST00857,Kiara Kumar,2024-12-18,7,56403.200000000004,14,8057.6,4,4,3,3.6666666666666665,High Value
CUST00858,Diya Kumar,2024-07-05,5,10892.93,180,2178.59,2,3,1,2.0,Medium Value
CUST00859,Anika Joshi,2024-12-05,8,110515.35,27,13814.42,4,4,4,4.0,High Value
CUST00860,Diya Malhotra,2023-09-05,4,21346.57,484,5336.64,1,2,2,1.6666666666666667,Low Value
CUST00861,Kiara Patel,2024-11-01,4,74803.24,61,18700.81,3,2,4,3.0,High Value
CUST00862,Diya Menon,2024-12-14,2,5351.740000000001,18,2675.87,4,1,1,2.0,Medium Value
CUST00863,Navya Rao,2024-12-23,8,11991.89,9,1498.99,4,4,1,3.0,High Value
CUST00864,Vivaan Iyer,2024-12-11,3,10908.95,21,3636.32,4,1,1,2.0,Medium Value
CUST00865,Arjun Menon,2024-11-11,3,10784.02,51,3594.67,3,1,1,1.6666666666666667,Low Value
CUST00866,Aarav Gupta,2024-11-27,7,93006.42,35,13286.63,3,4,4,3.6666666666666665,High Value
CUST00867,Sai Kumar,2024-09-24,3,70920.59,99,23640.2,2,1,3,2.0,Medium Value
CUST00868,Arjun Sharma,2024-09-28,4,43346.08,95,10836.52,2,2,3,2.3333333333333335,Medium Value
CUST00869,Anika Pillai,2024-08-26,4,28270.85,128,7067.71,2,2,2,2.0,Medium Value
CUST00870,Aadhya Bose,2023-11-04,1,24016.75,424,24016.75,1,1,2,1.3333333333333333,Low Value
CUST00871,Ishaan Menon,2024-06-30,5,63531.56,185,12706.31,2,3,3,2.6666666666666665,Medium Value
CUST00872,Navya Chopra,2023-12-26,4,23028.65,372,5757.16,1,2,2,1.6666666666666667,Low Value
CUST00873,Vivaan Agarwal,2024-12-11,4,6424.51,21,1606.13,4,2,1,2.3333333333333335,Medium Value
CUST00874,Reyansh Malhotra,2024-10-29,3,165086.21000000002,64,55028.74,3,1,4,2.6666666666666665,Medium Value
CUST00875,Ananya Agarwal,2024-10-17,3,36510.13,76,12170.04,3,1,3,2.3333333333333335,Medium Value
CUST00876,Diya Patel,2023-12-14,3,15063.169999999998,384,5021.06,1,1,2,1.3333333333333333,Low Value
CUST00877,Isha Das,2024-08-31,6,213907.07,123,35651.18,2,4,4,3.3333333333333335,High Value
CUST00878,Isha Kapoor,2024-02-02,4,9515.15,334,2378.79,1,2,1,1.3333333333333333,Low Value
CUST00879,Navya Mehta,2024-11-20,5,98263.64000000001,42,19652.73,3,3,4,3.3333333333333335,High Value
CUST00880,Ayaan Agarwal,2023-08-31,3,10693.300000000001,489,3564.43,1,1,1,1.0,Low Value
CUST00881,Aarav Nair,2024-10-29,7,37733.37,64,5390.48,3,4,3,3.3333333333333335,High Value
CUST00882,Sai Kumar,2024-05-17,3,16897.8,229,5632.6,1,1,2,1.3333333333333333,Low Value
CUST00883,Kiara Malhotra,2024-12-25,3,12283.47,7,4094.49,4,1,1,2.0,Medium Value
CUST00884,Vivaan Sharma,2024-03-01,4,41094.17,306,10273.54,1,2,3,2.0,Medium Value
CUST00885,Ananya Mehta,2024-10-03,4,133373.9,90,33343.48,2,2,4,2.6666666666666665,Medium Value
CUST00886,Navya Agarwal,2024-09-25,7,30230.57,98,4318.65,2,4,2,2.6666666666666665,Medium Value
CUST00887,Anika Nair,2024-01-17,6,16923.36,350,2820.56,1,4,2,2.3333333333333335,Medium Value
CUST00889,Anika Bose,2024-04-27,2,23922.02,249,11961.01,1,1,2,1.3333333333333333,Low Value
CUST00890,Ayaan Rao,2024-06-12,7,266224.34,203,38032.05,2,4,4,3.3333333333333335,High Value
CUST00891,Vihaan Sharma,2024-05-23,3,51305.92,223,17101.97,1,1,3,1.6666666666666667,Low Value
CUST00892,Aarav Pillai,2024-10-16,2,8839.85,77,4419.92,3,1,1,1.6666666666666667,Low Value
CUST00893,Myra Rao,2024-12-07,7,43127.51,25,6161.07,4,4,3,3.6666666666666665,High Value
CUST00894,Myra Kumar,2024-11-23,3,36778.31,39,12259.44,3,1,3,2.3333333333333335,Medium Value
CUST00895,Krishna Verma,2024-11-05,10,101849.69,57,10184.97,3,4,4,3.6666666666666665,High Value
CUST00896,Navya Patel,2024-10-19,5,101541.03,74,20308.21,3,3,4,3.3333333333333335,High Value
CUST00897,Krishna Sharma,2024-09-30,10,81415.63,93,8141.56,2,4,4,3.3333333333333335,High Value
CUST00898,Krishna Kapoor,2024-09-20,4,8274.83,103,2068.71,2,2,1,1.6666666666666667,Low Value
CUST00899,Saanvi Iyer,2024-02-09,4,16047.83,327,4011.96,1,2,2,1.6666666666666667,Low Value
CUST00900,Saanvi Iyer,2024-12-30,5,40176.68,2,8035.34,4,3,3,3.3333333333333335,High Value
CUST00901,Ananya Singh,2023-07-11,1,281.61,540,281.61,1,1,1,1.0,Low Value
CUST00902,Vivaan Patel,2024-11-22,5,153321.3,40,30664.26,3,3,4,3.3333333333333335,High Value
CUST00903,Aadhya Singh,2024-07-30,7,181925.63999999998,155,25989.38,2,4,4,3.3333333333333335,High Value
CUST00904,Sai Pillai,2024-09-19,2,8799.56,104,4399.78,2,1,1,1.3333333333333333,Low Value
CUST00905,Sai Verma,2024-03-10,4,13406.5,297,3351.62,1,2,1,1.3333333333333333,Low Value
CUST00906,Navya Das,2024-07-17,3,14695.71,168,4898.57,2,1,1,1.3333333333333333,Low Value
CUST00907,Krishna Pillai,2024-11-14,2,14003.85,48,7001.92,3,1,1,1.6666666666666667,Low Value
CUST00908,Saanvi Chopra,2024-09-26,3,55267.869999999995,97,18422.62,2,1,3,2.0,Medium Value
CUST00909,Aarav Reddy,2024-07-13,4,19880.670000000002,172,4970.17,2,2,2,2.0,Medium Value
CUST00910,Kiara Sharma,2024-08-15,2,8942.61,139,4471.3,2,1,1,1.3333333333333333,Low Value
CUST00911,Diya Reddy,2024-05-09,6,38535.1,237,6422.52,1,4,3,2.6666666666666665,Medium Value
CUST00912,Kiara Pillai,2024-03-02,3,3368.7200000000003,305,1122.91,1,1,1,1.0,Low Value
CUST00913,Aarav Joshi,2024-12-16,5,211980.86000000002,16,42396.17,4,3,4,3.6666666666666665,High Value
CUST00914,Anika Gupta,2024-12-14,4,39926.619999999995,18,9981.65,4,2,3,3.0,High Value
CUST00915,Diya Patel,2024-01-30,5,54544.11,337,10908.82,1,3,3,2.3333333333333335,Medium Value
CUST00916,Ananya Gupta,2024-07-20,4,37472.81,165,9368.2,2,2,3,2.3333333333333335,Medium Value
CUST00917,Ayaan Rao,2024-11-14,6,24951.81,48,4158.64,3,4,2,3.0,High Value
CUST00918,Aadhya Mehta,2024-12-21,12,145332.3,11,12111.02,4,4,4,4.0,High Value
CUST00919,Vivaan Rao,2023-10-01,3,67157.71,458,22385.9,1,1,3,1.6666666666666667,Low Value
CUST00920,Krishna Gupta,2024-12-20,5,33692.66,12,6738.53,4,3,2,3.0,High Value
CUST00921,Ayaan Kapoor,2024-12-07,4,35192.64,25,8798.16,4,2,3,3.0,High Value
CUST00922,Vivaan Patel,2024-12-11,6,131416.87,21,21902.81,4,4,4,4.0,High Value
CUST00923,Diya Kumar,2024-10-17,2,2666.41,76,1333.2,3,1,1,1.6666666666666667,Low Value
CUST00924,Vivaan Kapoor,2024-01-28,3,24793.13,339,8264.38,1,1,2,1.3333333333333333,Low Value
CUST00925,Arjun Malhotra,2024-11-21,3,44425.85,41,14808.62,3,1,3,2.3333333333333335,Medium Value
CUST00926,Diya Singh,2023-10-18,2,25533.22,441,12766.61,1,1,2,1.3333333333333333,Low Value
CUST00927,Kiara Chopra,2024-05-19,4,32123.55,227,8030.89,1,2,2,1.6666666666666667,Low Value
CUST00928,Myra Patel,2023-12-09,4,28603.56,389,7150.89,1,2,2,1.6666666666666667,Low Value
CUST00929,Aadhya Agarwal,2024-10-11,8,45773.6,82,5721.7,3,4,3,3.3333333333333335,High Value
CUST00930,Diya Chopra,2024-09-23,3,12401.74,100,4133.91,2,1,1,1.3333333333333333,Low Value
CUST00931,Saanvi Chopra,2024-09-27,7,44721.54,96,6388.79,2,4,3,3.0,High Value
CUST00932,Myra Malhotra,2024-09-08,7,23511.83,115,3358.83,2,4,2,2.6666666666666665,Medium Value
CUST00933,Kiara Singh,2024-09-13,3,30766.97,110,10255.66,2,1,2,1.6666666666666667,Low Value
CUST00934,Ananya Pillai,2024-03-08,3,39451.97,299,13150.66,1,1,3,1.6666666666666667,Low Value
CUST00935,Kiara Singh,2024-12-28,4,38537.93,4,9634.48,4,2,3,3.0,High Value
CUST00936,Saanvi Pillai,2023-12-03,5,60696.84,395,12139.37,1,3,3,2.3333333333333335,Medium Value
CUST00937,Vivaan Rao,2024-10-11,3,75240.09,82,25080.03,3,1,4,2.6666666666666665,Medium Value
CUST00938,Vihaan Kapoor,2024-10-30,5,72530.66,63,14506.13,3,3,3,3.0,High Value
CUST00939,Isha Rao,2024-09-09,4,72003.84,114,18000.96,2,2,3,2.3333333333333335,Medium Value
CUST00940,Kiara Gupta,2024-09-13,3,61836.78,110,20612.26,2,1,3,2.0,Medium Value
CUST00941,Ayaan Kapoor,2024-03-15,6,14204.09,292,2367.35,1,4,1,2.0,Medium Value
CUST00942,Ishaan Singh,2024-10-07,2,37817.39,86,18908.7,2,1,3,2.0,Medium Value
CUST00943,Navya Verma,2024-12-02,5,53707.71,30,10741.54,4,3,3,3.3333333333333335,High Value
CUST00944,Anika Das,2024-09-29,5,47777.09,94,9555.42,2,3,3,2.6666666666666665,Medium Value
CUST00945,Vihaan Chopra,2024-07-19,6,39341.55,166,6556.92,2,4,3,3.0,High Value
CUST00946,Reyansh Bose,2024-12-05,4,36624.92,27,9156.23,4,2,3,3.0,High Value
CUST00947,Ishaan Reddy,2024-12-22,7,25196.62,10,3599.52,4,4,2,3.3333333333333335,High Value
CUST00948,Saanvi Reddy,2024-10-18,7,35107.39,75,5015.34,3,4,3,3.3333333333333335,High Value
CUST00949,Anika Mehta,2024-04-08,4,5171.01,268,1292.75,1,2,1,1.3333333333333333,Low Value
CUST00950,Ishaan Singh,2024-06-28,3,90958.21,187,30319.4,2,1,4,2.3333333333333335,Medium Value
CUST00951,Isha Singh,2024-04-12,5,52678.97,264,10535.79,1,3,3,2.3333333333333335,Medium Value
CUST00952,Reyansh Sharma,2024-11-08,8,42198.72,54,5274.84,3,4,3,3.3333333333333335,High Value
CUST00953,Diya Das,2024-01-19,2,25080.660000000003,348,12540.33,1,1,2,1.3333333333333333,Low Value
CUST00954,Ishaan Malhotra,2024-09-08,3,282937.62,115,94312.54,2,1,4,2.3333333333333335,Medium Value
CUST00955,Saanvi Iyer,2024-01-21,4,54729.490000000005,346,13682.37,1,2,3,2.0,Medium Value
CUST00957,Ishaan Mehta,2024-10-09,8,149673.03,84,18709.13,2,4,4,3.3333333333333335,High Value
CUST00958,Ayaan Kapoor,2024-12-31,3,51977.79,1,17325.93,4,1,3,2.6666666666666665,Medium Value
CUST00959,Anika Kumar,2023-12-05,2,6938.72,393,3469.36,1,1,1,1.0,Low Value
CUST00960,Vihaan Agarwal,2024-09-28,5,156385.22,95,31277.04,2,3,4,3.0,High Value
CUST00961,Riya Singh,2023-11-20,5,64965.520000000004,408,12993.1,1,3,3,2.3333333333333335,Medium Value
CUST00962,Reyansh Mehta,2024-12-29,5,34633.23,3,6926.65,4,3,2,3.0,High Value
CUST00963,Navya Pillai,2024-07-06,3,2521.06,179,840.35,2,1,1,1.3333333333333333,Low Value
CUST00964,Vihaan Mehta,2023-12-16,7,24839.97,382,3548.57,1,4,2,2.3333333333333335,Medium Value
CUST00965,Aarav Agarwal,2024-12-13,5,119474.95,19,23894.99,4,3,4,3.6666666666666665,High Value
CUST00966,Arjun Malhotra,2023-05-16,3,61223.490000000005,596,20407.83,1,1,3,1.6666666666666667,Low Value
CUST00967,Anika Gupta,2024-11-04,4,15928.419999999998,58,3982.1,3,2,2,2.3333333333333335,Medium Value
CUST00968,Diya Verma,2024-11-07,7,19450.44,55,2778.63,3,4,2,3.0,High Value
CUST00969,Aarav Joshi,2024-11-11,5,8213.61,51,1642.72,3,3,1,2.3333333333333335,Medium Value
CUST00970,Myra Kumar,2024-12-15,3,20845.979999999996,17,6948.66,4,1,2,2.3333333333333335,Medium Value
CUST00971,Kiara Gupta,2024-10-09,6,90973.49,84,15162.25,2,4,4,3.3333333333333335,High Value
CUST00972,Reyansh Chopra,2024-11-13,3,59252.35,49,19750.78,3,1,3,2.3333333333333335,Medium Value
CUST00973,Ishaan Iyer,2024-11-03,4,123413.01000000001,59,30853.25,3,2,4,3.0,High Value
CUST00974,Aadhya Das,2024-10-20,3,15751.849999999999,73,5250.62,3,1,2,2.0,Medium Value
CUST00975,Vivaan Gupta,2024-08-19,6,31195.15,135,5199.19,2,4,2,2.6666666666666665,Medium Value
CUST00976,Reyansh Agarwal,2024-12-10,9,200958.62,22,22328.74,4,4,4,4.0,High Value
CUST00977,Aditya Mehta,2024-12-16,8,62019.54000000001,16,7752.44,4,4,3,3.6666666666666665,High Value
CUST00978,Reyansh Iyer,2024-12-06,7,184402.08,26,26343.15,4,4,4,4.0,High Value
CUST00979,Anika Chopra,2024-12-25,5,54326.72,7,10865.34,4,3,3,3.3333333333333335,High Value
CUST00980,Reyansh Rao,2024-03-13,6,246779.43,294,41129.9,1,4,4,3.0,High Value
CUST00981,Riya Singh,2024-09-10,9,50528.63,113,5614.29,2,4,3,3.0,High Value
CUST00982,Sai Mehta,2024-08-24,6,32902.05,130,5483.68,2,4,2,2.6666666666666665,Medium Value
CUST00983,Reyansh Das,2024-05-18,2,11035.080000000002,228,5517.54,1,1,1,1.0,Low Value
CUST00984,Aadhya Singh,2024-07-05,5,251090.33000000002,180,50218.07,2,3,4,3.0,High Value
CUST00985,Ayaan Kumar,2024-07-03,3,2854.92,182,951.64,2,1,1,1.3333333333333333,Low Value
CUST00986,Aarav Singh,2024-12-14,3,9682.86,18,3227.62,4,1,1,2.0,Medium Value
CUST00987,Aditya Iyer,2023-06-26,1,4738.78,555,4738.78,1,1,1,1.0,Low Value
CUST00988,Ayaan Sharma,2024-08-16,3,53505.56,138,17835.19,2,1,3,2.0,Medium Value
CUST00989,Sai Iyer,2024-08-17,3,38343.9,137,12781.3,2,1,3,2.0,Medium Value
CUST00990,Reyansh Singh,2024-09-01,4,24515.37,122,6128.84,2,2,2,2.0,Medium Value
CUST00991,Saanvi Joshi,2024-10-04,1,16726.7,89,16726.7,2,1,2,1.6666666666666667,Low Value
CUST00992,Vivaan Kumar,2023-12-21,4,6680.889999999999,377,1670.22,1,2,1,1.3333333333333333,Low Value
CUST00993,Diya Nair,2024-12-31,7,47122.61,1,6731.8,4,4,3,3.6666666666666665,High Value
CUST00994,Sai Nair,2024-11-15,6,45306.049999999996,47,7551.01,3,4,3,3.3333333333333335,High Value
CUST00995,Navya Gupta,2024-12-23,6,197438.46000000002,9,32906.41,4,4,4,4.0,High Value
CUST00996,Diya Gupta,2023-12-22,3,23258.24,376,7752.75,1,1,2,1.3333333333333333,Low Value
CUST00997,Sai Verma,2024-07-10,5,13314.07,175,2662.81,2,3,1,2.0,Medium Value
CUST00998,Diya Verma,2024-03-17,3,38760.57,290,12920.19,1,1,3,1.6666666666666667,Low Value
CUST00999,Sai Joshi,2024-12-05,5,6181.45,27,1236.29,4,3,1,2.6666666666666665,Medium Value
CUST01000,Aditya Verma,2023-04-29,3,52199.71000000001,613,17399.9,1,1,3,1.6666666666666667,Low Value
CUST01001,Isha Nair,2024-10-20,5,23105.1,73,4621.02,3,3,2,2.6666666666666665,Medium Value
CUST01002,Diya Singh,2024-02-21,3,3019.4500000000003,315,1006.48,1,1,1,1.0,Low Value
CUST01003,Arjun Das,2024-07-28,3,180492.62,157,60164.21,2,1,4,2.3333333333333335,Medium Value
CUST01004,Unknown,2024-02-07,6,128610.68,329,21435.11,1,4,4,3.0,High Value
CUST01005,Ishaan Kapoor,2024-12-17,6,22895.9,15,3815.98,4,4,2,3.3333333333333335,High Value
CUST01006,Diya Joshi,2024-12-12,6,33962.96,20,5660.49,4,4,2,3.3333333333333335,High Value
CUST01007,Myra Bose,2023-05-18,1,153.52,594,153.52,1,1,1,1.0,Low Value
CUST01008,Ayaan Menon,2024-11-15,4,154111.06,47,38527.76,3,2,4,3.0,High Value
CUST01009,Aditya Kapoor,2024-12-22,6,24959.76,10,4159.96,4,4,2,3.3333333333333335,High Value
CUST01010,Saanvi Pillai,2024-11-01,6,35200.19,61,5866.7,3,4,3,3.3333333333333335,High Value
CUST01011,Ayaan Kumar,2024-11-24,6,64004.87,38,10667.48,3,4,3,3.3333333333333335,High Value
CUST01012,Isha Nair,2024-12-19,8,125845.18000000001,13,15730.65,4,4,4,4.0,High Value
CUST01013,Diya Sharma,2024-03-25,2,2187.25,282,1093.62,1,1,1,1.0,Low Value
CUST01014,Isha Patel,2024-08-19,3,35825.159999999996,135,11941.72,2,1,3,2.0,Medium Value
CUST01015,Navya Nair,2024-11-28,4,33534.58,34,8383.64,3,2,2,2.3333333333333335,Medium Value
CUST01016,Reyansh Sharma,2024-11-10,7,24998.159999999996,52,3571.17,3,4,2,3.0,High Value
CUST01017,Myra Bose,2024-11-04,2,9554.66,58,4777.33,3,1,1,1.6666666666666667,Low Value
CUST01018,Unknown,2024-12-05,2,5772.38,27,2886.19,4,1,1,2.0,Medium Value
CUST01019,Vivaan Rao,2024-08-23,1,296.5,131,296.5,2,1,1,1.3333333333333333,Low Value
CUST01020,Vihaan Sharma,2024-12-06,3,144596.95,26,48198.98,4,1,4,3.0,High Value
CUST01021,Navya Das,2024-08-08,5,357671.63999999996,146,71534.33,2,3,4,3.0,High Value
CUST01022,Vivaan Iyer,2024-03-05,5,86276.92,302,17255.38,1,3,4,2.6666666666666665,Medium Value
CUST01023,Vivaan Iyer,2024-12-23,5,17973.93,9,3594.79,4,3,2,3.0,High Value
CUST01024,Aarav Chopra,2024-11-10,5,20489.52,52,4097.9,3,3,2,2.6666666666666665,Medium Value
CUST01025,Aditya Menon,2024-05-20,3,14106.279999999999,226,4702.09,1,1,1,1.0,Low Value
CUST01026,Vihaan Agarwal,2024-10-02,3,160246.55,91,53415.52,2,1,4,2.3333333333333335,Medium Value
CUST01027,Sai Gupta,2024-12-17,3,12980.45,15,4326.82,4,1,1,2.0,Medium Value
CUST01028,Ananya Malhotra,2024-12-09,5,66478.51,23,13295.7,4,3,3,3.3333333333333335,High Value
CUST01029,Arjun Menon,2023-11-05,5,84251.67,423,16850.33,1,3,4,2.6666666666666665,Medium Value
CUST01030,Ishaan Bose,2023-12-24,1,3639.62,374,3639.62,1,1,1,1.0,Low Value
CUST01031,Kiara Joshi,2024-12-12,7,91197.22,20,13028.17,4,4,4,4.0,High Value
CUST01032,Unknown,2024-11-19,3,15201.21,43,5067.07,3,1,2,2.0,Medium Value
CUST01033,Navya Das,2024-05-19,4,70656.33,227,17664.08,1,2,3,2.0,Medium Value
CUST01034,Aditya Mehta,2024-12-11,4,23132.41,21,5783.1,4,2,2,2.6666666666666665,Medium Value
CUST01035,Aadhya Patel,2024-11-27,2,6699.47,35,3349.74,3,1,1,1.6666666666666667,Low Value
CUST01036,Aditya Kapoor,2023-02-15,1,31136.35,686,31136.35,1,1,2,1.3333333333333333,Low Value
CUST01037,Reyansh Menon,2024-04-03,4,30742.64,273,7685.66,1,2,2,1.6666666666666667,Low Value
CUST01038,Aadhya Iyer,2024-06-12,4,13787.050000000001,203,3446.76,2,2,1,1.6666666666666667,Low Value
CUST01039,Kiara Gupta,2024-10-15,7,39591.87,78,5655.98,3,4,3,3.3333333333333335,High Value
CUST01040,Vivaan Verma,2024-11-17,5,35634.56,45,7126.91,3,3,3,3.0,High Value
CUST01041,Aditya Agarwal,2024-08-05,5,27180.82,149,5436.16,2,3,2,2.3333333333333335,Medium Value
CUST01042,Aadhya Menon,2024-01-27,1,40698.97,340,40698.97,1,1,3,1.6666666666666667,Low Value
CUST01043,Navya Mehta,2023-11-17,1,2209.94,411,2209.94,1,1,1,1.0,Low Value
CUST01044,Vivaan Sharma,2024-10-23,4,38619.86,70,9654.96,3,2,3,2.6666666666666665,Medium Value
CUST01045,Vihaan Rao,2024-12-25,7,31351.41,7,4478.77,4,4,2,3.3333333333333335,High Value
CUST01046,Aarav Rao,2024-12-25,7,23135.05,7,3305.01,4,4,2,3.3333333333333335,High Value
CUST01047,Myra Rao,2024-09-13,10,36906.6,110,3690.66,2,4,3,3.0,High Value
CUST01048,Isha Gupta,2024-12-24,3,14216.51,8,4738.84,4,1,1,2.0,Medium Value
CUST01049,Aditya Iyer,2024-08-15,3,114242.73000000001,139,38080.91,2,1,4,2.3333333333333335,Medium Value
CUST01050,Sai Das,2024-06-04,7,20065.170000000002,211,2866.45,2,4,2,2.6666666666666665,Medium Value
CUST01051,Vivaan Nair,2023-10-23,1,2644.73,436,2644.73,1,1,1,1.0,Low Value
CUST01052,Vivaan Singh,2024-02-03,2,31125.02,333,15562.51,1,1,2,1.3333333333333333,Low Value
CUST01053,Kiara Singh,2024-10-15,9,67216.28,78,7468.48,3,4,3,3.3333333333333335,High Value
CUST01054,Saanvi Bose,2024-11-13,10,123419.95000000001,49,12342.0,3,4,4,3.6666666666666665,High Value
CUST01055,Saanvi Rao,2024-03-17,2,57237.55,290,28618.78,1,1,3,1.6666666666666667,Low Value
CUST01056,Isha Agarwal,2024-07-22,2,10418.18,163,5209.09,2,1,1,1.3333333333333333,Low Value
CUST01057,Sai Chopra,2024-12-04,5,37158.729999999996,28,7431.75,4,3,3,3.3333333333333335,High Value
CUST01058,Vivaan Pillai,2024-12-29,9,74007.57,3,8223.06,4,4,4,4.0,High Value
CUST01059,Riya Kumar,2024-01-02,3,3968.1,365,1322.7,1,1,1,1.0,Low Value
CUST01060,Riya Verma,2024-07-19,5,5208.35,166,1041.67,2,3,1,2.0,Medium Value
CUST01061,Ishaan Verma,2024-10-30,3,7247.08,63,2415.69,3,1,1,1.6666666666666667,Low Value
CUST01062,Ananya Agarwal,2024-11-17,7,27295.16,45,3899.31,3,4,2,3.0,High Value
CUST01063,Kiara Iyer,2023-12-04,4,23514.93,394,5878.73,1,2,2,1.6666666666666667,Low Value
CUST01064,Riya Iyer,2024-07-24,2,10145.58,161,5072.79,2,1,1,1.3333333333333333,Low Value
CUST01065,Aditya Iyer,2024-04-30,12,145050.34,246,12087.53,1,4,4,3.0,High Value
CUST01066,Aadhya Pillai,2024-11-17,5,30030.989999999998,45,6006.2,3,3,2,2.6666666666666665,Medium Value
CUST01067,Reyansh Kapoor,2024-04-26,3,3930.12,250,1310.04,1,1,1,1.0,Low Value
CUST01068,Myra Sharma,2024-11-30,6,124324.99,32,20720.83,4,4,4,4.0,High Value
CUST01069,Vihaan Singh,2024-12-14,6,67493.69,18,11248.95,4,4,3,3.6666666666666665,High Value
CUST01070,Reyansh Nair,2024-07-25,4,26540.489999999998,160,6635.12,2,2,2,2.0,Medium Value
CUST01071,Anika Kumar,2024-08-24,4,30232.18,130,7558.04,2,2,2,2.0,Medium Value
CUST01072,Reyansh Menon,2024-02-10,1,1314.37,326,1314.37,1,1,1,1.0,Low Value
CUST01073,Isha Singh,2024-10-13,8,128476.90000000001,80,16059.61,3,4,4,3.6666666666666665,High Value
CUST01074,Sai Reddy,2024-09-26,3,10773.84,97,3591.28,2,1,1,1.3333333333333333,Low Value
CUST01075,Navya Kumar,2024-07-11,4,120855.32999999999,174,30213.83,2,2,4,2.6666666666666665,Medium Value
CUST01076,Isha Gupta,2024-08-10,2,10790.98,144,5395.49,2,1,1,1.3333333333333333,Low Value
CUST01077,Reyansh Rao,2024-07-29,5,26879.91,156,5375.98,2,3,2,2.3333333333333335,Medium Value
CUST01078,Reyansh Kumar,2024-06-06,3,56008.979999999996,209,18669.66,2,1,3,2.0,Medium Value
CUST01079,Arjun Verma,2023-12-26,4,331859.27,372,82964.82,1,2,4,2.3333333333333335,Medium Value
CUST01080,Sai Malhotra,2023-11-05,3,5714.63,423,1904.88,1,1,1,1.0,Low Value
CUST01081,Ishaan Reddy,2024-07-10,8,151606.11000000002,175,18950.76,2,4,4,3.3333333333333335,High Value
CUST01082,Arjun Sharma,2024-02-15,4,17901.33,321,4475.33,1,2,2,1.6666666666666667,Low Value
CUST01083,Saanvi Agarwal,2024-09-22,3,9137.61,101,3045.87,2,1,1,1.3333333333333333,Low Value
CUST01084,Saanvi Agarwal,2024-12-18,4,16970.15,14,4242.54,4,2,2,2.6666666666666665,Medium Value
CUST01085,Arjun Das,2024-11-06,4,32679.289999999997,56,8169.82,3,2,2,2.3333333333333335,Medium Value
CUST01086,Vihaan Joshi,2024-12-01,6,16157.27,31,2692.88,4,4,2,3.3333333333333335,High Value
CUST01087,Aditya Joshi,2024-12-14,6,33686.67,18,5614.44,4,4,2,3.3333333333333335,High Value
CUST01088,Ananya Menon,2024-12-23,7,61221.65,9,8745.95,4,4,3,3.6666666666666665,High Value
CUST01089,Vihaan Verma,2024-08-12,4,20081.21,142,5020.3,2,2,2,2.0,Medium Value
CUST01090,Isha Kapoor,2024-07-04,5,12352.58,181,2470.52,2,3,1,2.0,Medium Value
CUST01091,Navya Nair,2024-12-24,2,15732.33,8,7866.16,4,1,2,2.3333333333333335,Medium Value
CUST01092,Unknown,2023-12-04,5,219722.90999999997,394,43944.58,1,3,4,2.6666666666666665,Medium Value
CUST01093,Isha Patel,2024-12-28,4,100397.63,4,25099.41,4,2,4,3.3333333333333335,High Value
