Order_ID,Order_Date,Customer_ID,Customer_Name,Product_ID,Product_Name,Category,Sub_Category,Region,State,Quantity,Unit_Price,Sales,Discount,Cost,Profit,Payment_Mode,Customer_Type,Revenue,Profit_Margin,Month,Quarter,Year
ORD101556,2024-08-14,CUST03900,Arjun Mehta,PRD-BEA-022,Hair Dryer Pro 22,Beauty,Hair Dryer,East,West Bengal,3,2109.61,6328.83,0.25,3026.04,1720.58,Net Banking,New,4746.62,0.3625,2024-08,2024Q3,2024
ORD105530,2023-03-29,CUST02883,Reyansh Patel,PRD-HOM-015,Bedsheet Set Lite 15,Home & Kitchen,Bedsheet Set,East,Jharkhand,2,11817.02,23634.04,0.05,15785.86,6666.48,Debit Card,Returning,22452.34,0.2969,2023-03,2023Q1,2023
ORD103462,2023-12-12,CUST00670,Aditya Agarwal,PRD-HOM-022,Cookware Set Plus 22,Home & Kitchen,Cookware Set,West,Goa,1,5544.13,5544.13,0.15,3765.15,947.36,Cash on Delivery,Returning,4712.51,0.201,2023-12,2023Q4,2023
ORD109796,2023-09-21,CUST01701,Sai Malhotra,PRD-SPO-009,Cycling Helmet Basic 9,Sports,Cycling Helmet,East,West Bengal,5,7027.34,35136.7,0.2,21813.4,6295.96,UPI,Returning,28109.36,0.224,2023-09,2023Q3,2023
ORD108738,2024-10-17,CUST02982,Aditya Agarwal,PRD-SPO-025,Cycling Helmet Lite 25,Sports,Cycling Helmet,East,Odisha,3,3121.43,9364.29,0.0,6051.81,3312.48,Debit Card,Returning,9364.29,0.3537,2024-10,2024Q4,2024
ORD109739,2023-10-02,CUST03477,Aadhya Verma,PRD-BEA-022,Hair Dryer Pro 22,Beauty,Hair Dryer,East,Jharkhand,1,1996.13,1996.13,0.1,964.97,831.55,Debit Card,New,1796.52,0.4629,2023-10,2023Q4,2023
ORD107823,2023-01-21,CUST02772,Aditya Sharma,PRD-BOO-004,Textbook Lite 4,Books,Textbook,South,Telangana,1,517.42,517.42,0.1,377.43,88.25,Credit Card,Returning,465.68,0.1895,2023-01,2023Q1,2023
ORD110351,2023-07-26,CUST01157,Riya Reddy,PRD-BEA-023,Sunscreen Lite 23,Beauty,Sunscreen,North,Haryana,2,2750.63,5501.26,0.05,2621.7,2604.5,Credit Card,Returning,5226.2,0.4984,2023-07,2023Q3,2023
ORD105519,2023-06-01,CUST03618,Ayaan Kumar,PRD-FAS-001,T-Shirt Plus 1,Fashion,T-Shirt,South,Tamil Nadu,1,4268.34,4268.34,0.15,2336.16,1291.93,Credit Card,Returning,3628.09,0.3561,2023-06,2023Q2,2023
ORD107474,2023-09-04,CUST01852,Arjun Nair,PRD-HOM-021,Vacuum Cleaner Max 21,Home & Kitchen,Vacuum Cleaner,North,Delhi,1,8805.64,8805.64,0.2,5764.03,1280.48,UPI,Returning,7044.51,0.1818,2023-09,2023Q3,2023
ORD100758,2023-11-25,CUST03913,Aarav Singh,PRD-ELE-017,Headphones Elite 17,Electronics,Headphones,East,West Bengal,4,2520.16,10080.64,0.1,8001.48,1071.1,Debit Card,New,9072.58,0.1181,2023-11,2023Q4,2023
ORD100628,2023-06-17,CUST01335,Kiara Reddy,PRD-HOM-027,Air Purifier Elite 27,Home & Kitchen,Air Purifier,South,Kerala,3,7878.25,23634.75,0.25,15289.5,2436.56,Debit Card,New,17726.06,0.1375,2023-06,2023Q2,2023
ORD107916,2024-04-18,CUST03539,Reyansh Malhotra,PRD-HOM-026,Cookware Set Basic 26,Home & Kitchen,Cookware Set,East,Odisha,1,5506.51,5506.51,0.0,3633.93,1872.58,UPI,Returning,5506.51,0.3401,2024-04,2024Q2,2024
ORD102392,2023-08-21,CUST02135,Ananya Malhotra,PRD-BEA-012,Perfume Basic 12,Beauty,Perfume,South,Telangana,3,730.88,2192.64,0.25,1042.38,602.1,Debit Card,Returning,1644.48,0.3661,2023-08,2023Q3,2023
ORD116272,2024-06-30,CUST03060,Isha Menon,PRD-ELE-030,Smartphone Basic 30,Electronics,Smartphone,East,Jharkhand,2,8104.0,16208.0,0.25,13089.68,-933.68,Cash on Delivery,Returning,12156.0,-0.0768,2024-06,2024Q2,2024
ORD110440,2024-09-16,CUST04027,Vivaan Kapoor,PRD-ELE-030,Smartphone Basic 30,Electronics,Smartphone,North,Uttar Pradesh,3,7063.61,21190.83,0.15,17138.73,873.48,Unknown,Returning,18012.21,0.0485,2024-09,2024Q3,2024
ORD107842,2023-01-28,CUST01502,Vihaan Kumar,PRD-ELE-003,Camera Lite 3,Electronics,Camera,East,Bihar,1,32772.48,32772.48,0.0,26338.99,6433.49,UPI,Returning,32772.48,0.1963,2023-01,2023Q1,2023
ORD106203,2023-12-28,CUST00280,Vihaan Gupta,PRD-BOO-027,Comic Book Elite 27,Books,Comic Book,South,Telangana,1,452.38,452.38,0.15,302.13,82.39,Credit Card,New,384.52,0.2143,2023-12,2023Q4,2023
ORD113745,2023-07-15,CUST04081,Sai Singh,PRD-ELE-024,Headphones Pro 24,Electronics,Headphones,South,Tamil Nadu,4,3606.25,14425.0,0.1,11973.68,1008.82,Net Banking,Returning,12982.5,0.0777,2023-07,2023Q3,2023
ORD109577,2024-10-09,CUST02986,Sai Reddy,PRD-SPO-028,Cycling Helmet Pro 28,Sports,Cycling Helmet,West,Goa,3,2974.12,8922.36,0.1,5310.09,2720.03,Net Banking,New,8030.12,0.3387,2024-10,2024Q4,2024
ORD101506,2023-11-29,CUST02060,Ishaan Das,PRD-HOM-013,Air Purifier Plus 13,Home & Kitchen,Air Purifier,South,Telangana,1,6339.67,6339.67,0.05,4230.52,1792.17,UPI,Returning,6022.69,0.2976,2023-11,2023Q4,2023
ORD111601,2023-02-19,CUST01660,Aadhya Mehta,PRD-BOO-016,Self-Help Book Basic 16,Books,Self-Help Book,West,Rajasthan,2,404.24,808.48,0.0,573.32,235.16,Credit Card,Returning,808.48,0.2909,2023-02,2023Q1,2023
ORD116596,2024-11-11,CUST00670,Aditya Agarwal,PRD-SPO-015,Cricket Bat Classic 15,Sports,Cricket Bat,North,Haryana,3,6636.86,19910.58,0.0,11843.43,8067.15,UPI,Returning,19910.58,0.4052,2024-11,2024Q4,2024
ORD110668,2023-11-04,CUST03770,Aditya Chopra,PRD-ELE-010,Smartwatch Classic 10,Electronics,Smartwatch,South,Karnataka,1,55108.27,55108.27,0.05,46263.74,6089.12,Credit Card,New,52352.86,0.1163,2023-11,2023Q4,2023
ORD108878,2024-11-11,CUST03594,Aditya Patel,PRD-BOO-015,Cookbook Pro 15,Books,Cookbook,South,Karnataka,1,1130.99,1130.99,0.2,782.63,122.16,Credit Card,Returning,904.79,0.135,2024-11,2024Q4,2024
ORD100075,2023-08-12,CUST01178,Riya Kumar,PRD-SPO-006,Dumbbell Set Basic 6,Sports,Dumbbell Set,West,Maharashtra,1,2248.62,2248.62,0.0,1458.64,789.98,UPI,New,2248.62,0.3513,2023-08,2023Q3,2023
ORD116488,2024-04-04,CUST00707,Navya Singh,PRD-ELE-004,Smartwatch Pro 4,Electronics,Smartwatch,North,Delhi,4,34986.51,139946.04,0.05,106836.48,26112.26,UPI,Returning,132948.74,0.1964,2024-04,2024Q2,2024
ORD113274,2023-12-05,CUST01300,Aarav Sharma,PRD-HOM-019,Mixer Grinder Classic 19,Home & Kitchen,Mixer Grinder,North,Punjab,1,1620.67,1620.67,0.2,1073.09,223.45,Debit Card,New,1296.54,0.1723,2023-12,2023Q4,2023
ORD111984,2023-06-09,CUST01655,Diya Malhotra,PRD-BOO-016,Self-Help Book Basic 16,Books,Self-Help Book,West,Gujarat,5,376.37,1881.85,0.1,1300.35,393.32,Cash on Delivery,Returning,1693.66,0.2322,2023-06,2023Q2,2023
ORD108366,2024-10-03,CUST02425,Vivaan Bose,PRD-BEA-014,Face Cream Pro 14,Beauty,Face Cream,North,Delhi,5,541.04,2705.2,0.25,1367.95,660.95,Cash on Delivery,Returning,2028.9,0.3258,2024-10,2024Q4,2024
ORD114996,2024-05-12,CUST03251,Anika Reddy,PRD-BOO-017,Self-Help Book Classic 17,Books,Self-Help Book,North,Delhi,1,631.31,631.31,0.0,423.56,176.18,Debit Card,New,631.31,0.2791,2024-05,2024Q2,2024
ORD117065,2024-01-10,CUST03073,Isha Chopra,PRD-BOO-012,Textbook Elite 12,Books,Textbook,North,Delhi,1,368.96,368.96,0.05,265.71,84.8,Net Banking,Returning,350.51,0.2419,2024-01,2024Q1,2024
ORD114455,2023-12-07,CUST03290,Anika Reddy,PRD-BOO-007,Cookbook Pro 7,Books,Cookbook,East,Odisha,2,342.1,684.2,0.15,464.14,117.43,UPI,New,581.57,0.2019,2023-12,2023Q4,2023
ORD103394,2023-11-18,CUST02022,Diya Pillai,PRD-FAS-011,Handbag Elite 11,Fashion,Handbag,West,Gujarat,1,2071.58,2071.58,0.1,1150.43,713.99,Debit Card,Returning,1864.42,0.383,2023-11,2023Q4,2023
ORD108653,2023-04-25,CUST00975,Vivaan Gupta,PRD-BOO-005,Fiction Novel Lite 5,Books,Fiction Novel,West,Maharashtra,1,1095.98,1095.98,0.1,764.19,222.19,UPI,Returning,986.38,0.2253,2023-04,2023Q2,2023
ORD108177,2024-02-17,CUST01712,Aadhya Mehta,PRD-FAS-019,Sunglasses Lite 19,Fashion,Sunglasses,West,Goa,1,5068.95,5068.95,0.0,2683.34,1625.27,Credit Card,Returning,5068.95,0.3206,2024-02,2024Q1,2024
ORD108832,2023-12-26,CUST04062,Myra Rao,PRD-FAS-014,Jeans Lite 14,Fashion,Jeans,South,Karnataka,4,2298.66,9194.64,0.1,5306.6,2968.58,Net Banking,Returning,8275.18,0.3587,2023-12,2023Q4,2023
ORD108901,2023-08-05,CUST01188,Vihaan Rao,PRD-BOO-007,Cookbook Pro 7,Books,Cookbook,North,Punjab,1,317.13,317.13,0.05,212.87,88.4,UPI,Returning,301.27,0.2934,2023-08,2023Q3,2023
ORD102879,2024-11-07,CUST01936,Aadhya Gupta,PRD-BOO-012,Textbook Elite 12,Books,Textbook,North,Punjab,1,345.81,345.81,0.15,230.0,63.94,Credit Card,New,293.94,0.2175,2024-11,2024Q4,2024
ORD106636,2024-07-02,CUST00558,Riya Joshi,PRD-HOM-007,Cookware Set Basic 7,Home & Kitchen,Cookware Set,East,Odisha,1,5458.51,5458.51,0.05,3791.19,1394.39,UPI,Returning,5185.58,0.2689,2024-07,2024Q3,2024
ORD103706,2023-01-14,CUST01000,Aditya Verma,PRD-HOM-030,Vacuum Cleaner Classic 30,Home & Kitchen,Vacuum Cleaner,East,Bihar,2,9009.34,18018.68,0.25,11802.88,1711.13,UPI,Returning,13514.01,0.1266,2023-01,2023Q1,2023
ORD100690,2024-12-30,CUST03802,Ayaan Pillai,PRD-FAS-012,T-Shirt Classic 12,Fashion,T-Shirt,West,Rajasthan,1,3703.46,3703.46,0.05,2071.24,1447.05,Credit Card,Returning,3518.29,0.4113,2024-12,2024Q4,2024
ORD114242,2024-09-29,CUST03468,Myra Patel,PRD-BEA-009,Perfume Max 9,Beauty,Perfume,South,Tamil Nadu,2,2952.64,5905.28,0.05,2951.96,2658.06,Credit Card,New,5610.02,0.4738,2024-09,2024Q3,2024
ORD111558,2024-11-06,CUST03442,Kiara Patel,PRD-ELE-011,Smartphone Classic 11,Electronics,Smartphone,South,Karnataka,1,55457.64,55457.64,0.2,42453.47,1912.64,UPI,Returning,44366.11,0.0431,2024-11,2024Q4,2024
ORD105214,2023-04-25,CUST02603,Riya Kumar,PRD-HOM-023,Air Purifier Air 23,Home & Kitchen,Air Purifier,East,Bihar,1,4272.94,4272.94,0.05,2957.34,1101.95,UPI,New,4059.29,0.2715,2023-04,2023Q2,2023
ORD113933,2023-06-09,CUST04172,Krishna Malhotra,PRD-FAS-020,Sunglasses Basic 20,Fashion,Sunglasses,East,Jharkhand,3,4515.54,13546.62,0.2,7318.47,3518.83,UPI,Returning,10837.3,0.3247,2023-06,2023Q2,2023
ORD105097,2024-10-14,CUST03470,Aadhya Sharma,PRD-FAS-003,Jeans Max 3,Fashion,Jeans,East,Jharkhand,4,564.42,2257.68,0.1,1236.4,795.51,Credit Card,Returning,2031.91,0.3915,2024-10,2024Q4,2024
ORD111250,2023-09-08,CUST00007,Unknown,PRD-BOO-012,Textbook Elite 12,Books,Textbook,North,Delhi,3,326.37,979.11,0.15,703.35,128.89,UPI,New,832.24,0.1549,2023-09,2023Q3,2023
ORD104381,2023-05-12,CUST03380,Ayaan Kapoor,PRD-HOM-022,Cookware Set Plus 22,Home & Kitchen,Cookware Set,South,Tamil Nadu,3,5611.23,16833.69,0.15,11622.27,2686.37,Debit Card,New,14308.64,0.1877,2023-05,2023Q2,2023
ORD110479,2023-06-26,CUST02704,Krishna Singh,PRD-HOM-027,Air Purifier Elite 27,Home & Kitchen,Air Purifier,North,Uttar Pradesh,1,8443.47,8443.47,0.2,5763.56,991.22,Net Banking,Returning,6754.78,0.1467,2023-06,2023Q2,2023
ORD102565,2024-12-30,CUST03359,Vihaan Kumar,PRD-BOO-013,Comic Book Elite 13,Books,Comic Book,South,Telangana,1,1110.37,1110.37,0.15,750.15,193.66,Debit Card,New,943.81,0.2052,2024-12,2024Q4,2024
ORD106395,2024-12-21,CUST04016,Vihaan Singh,PRD-BOO-026,Textbook Elite 26,Books,Textbook,North,Delhi,2,990.24,1980.48,0.0,1414.18,566.3,Debit Card,New,1980.48,0.2859,2024-12,2024Q4,2024
ORD111361,2023-09-13,CUST02824,Riya Malhotra,PRD-ELE-005,Laptop Elite 5,Electronics,Laptop,East,Jharkhand,1,9376.27,9376.27,0.0,7181.79,2194.48,Unknown,Returning,9376.27,0.234,2023-09,2023Q3,2023
ORD114921,2023-06-04,CUST00462,Ishaan Kumar,PRD-FAS-007,Jeans Max 7,Fashion,Jeans,East,Bihar,3,1619.88,4859.64,0.0,2696.25,2163.39,Cash on Delivery,Returning,4859.64,0.4452,2023-06,2023Q2,2023
ORD115911,2023-08-10,CUST00303,Aarav Sharma,PRD-ELE-019,Tablet Plus 19,Electronics,Tablet,North,Delhi,1,15748.2,15748.2,0.0,12708.91,2251.88,UPI,New,15748.2,0.143,2023-08,2023Q3,2023
ORD103153,2024-04-27,CUST02314,Vihaan Agarwal,PRD-FAS-001,T-Shirt Plus 1,Fashion,T-Shirt,North,Punjab,1,4468.87,4468.87,0.2,2359.83,1215.27,Credit Card,Returning,3575.1,0.3399,2024-04,2024Q2,2024
ORD113293,2023-05-08,CUST01674,Isha Bose,PRD-BOO-001,Self-Help Book Lite 1,Books,Self-Help Book,East,Bihar,2,760.76,1521.52,0.1,1095.2,274.17,Net Banking,New,1369.37,0.2002,2023-05,2023Q2,2023
ORD116167,2024-12-14,CUST00407,Riya Das,PRD-ELE-008,Tablet Air 8,Electronics,Tablet,West,Maharashtra,2,53491.84,106983.68,0.25,84405.66,-4167.9,UPI,New,80237.76,-0.0519,2024-12,2024Q4,2024
ORD104809,2024-12-28,CUST02931,Riya Patel,PRD-SPO-028,Cycling Helmet Pro 28,Sports,Cycling Helmet,North,Delhi,1,3175.66,3175.66,0.1,2040.41,817.68,UPI,Returning,2858.09,0.2861,2024-12,2024Q4,2024
ORD100853,2024-09-02,CUST01818,Anika Iyer,PRD-HOM-029,Cookware Set Max 29,Home & Kitchen,Cookware Set,South,Karnataka,1,12158.84,12158.84,0.05,8470.72,3080.18,UPI,New,11550.9,0.2667,2024-09,2024Q3,2024
ORD111134,2024-08-21,CUST03599,Reyansh Verma,PRD-BOO-009,Comic Book Basic 9,Books,Comic Book,South,Kerala,1,162.15,162.15,0.0,111.53,50.62,UPI,Returning,162.15,0.3122,2024-08,2024Q3,2024
ORD109686,2023-05-09,CUST00338,Ishaan Pillai,PRD-ELE-009,Smartphone Classic 9,Electronics,Smartphone,South,Telangana,2,52645.8,105291.6,0.05,87579.94,12447.08,UPI,Returning,100027.02,0.1244,2023-05,2023Q2,2023
ORD106986,2023-09-21,CUST00787,Navya Malhotra,PRD-BEA-011,Hair Dryer Air 11,Beauty,Hair Dryer,South,Kerala,4,2699.41,10797.64,0.25,5478.8,2619.43,Debit Card,Returning,8098.23,0.3235,2023-09,2023Q3,2023
ORD104697,2024-04-14,CUST00802,Ishaan Rao,PRD-ELE-015,Headphones Elite 15,Electronics,Headphones,North,Uttar Pradesh,1,29672.41,29672.41,0.1,23061.38,3643.79,Debit Card,Returning,26705.17,0.1364,2024-04,2024Q2,2024
ORD112100,2024-11-24,CUST00464,Sai Das,PRD-HOM-017,Vacuum Cleaner Basic 17,Home & Kitchen,Vacuum Cleaner,North,Delhi,1,8232.53,8232.53,0.0,5383.89,2848.64,UPI,New,8232.53,0.346,2024-11,2024Q4,2024
ORD114545,2024-11-15,CUST02410,Anika Iyer,PRD-BOO-010,Comic Book Elite 10,Books,Comic Book,East,Bihar,3,1057.2,3171.6,0.1,2256.33,598.11,UPI,New,2854.44,0.2095,2024-11,2024Q4,2024
ORD110674,2024-10-27,CUST02039,Isha Mehta,PRD-ELE-012,Smartphone Elite 12,Electronics,Smartphone,South,Karnataka,2,3838.84,7677.68,0.0,6353.92,1323.76,Credit Card,New,7677.68,0.1724,2024-10,2024Q4,2024
ORD112699,2024-12-23,CUST02158,Reyansh Bose,PRD-HOM-026,Cookware Set Basic 26,Home & Kitchen,Cookware Set,North,Punjab,1,5333.43,5333.43,0.2,3738.19,528.55,Credit Card,New,4266.74,0.1239,2024-12,2024Q4,2024
ORD113348,2024-04-06,CUST03024,Isha Rao,PRD-HOM-016,Cookware Set Classic 16,Home & Kitchen,Cookware Set,West,Rajasthan,5,14402.2,72011.0,0.15,50357.85,10851.5,UPI,Returning,61209.35,0.1773,2024-04,2024Q2,2024
ORD117495,2024-11-04,CUST01587,Ayaan Rao,PRD-FAS-003,Jeans Max 3,Fashion,Jeans,South,Karnataka,4,635.54,2542.16,0.1,1426.88,861.06,Debit Card,New,2287.94,0.3763,2024-11,2024Q4,2024
ORD106066,2024-03-11,CUST03887,Aadhya Chopra,PRD-BOO-017,Self-Help Book Classic 17,Books,Self-Help Book,North,Delhi,2,588.18,1176.36,0.1,803.74,254.98,Net Banking,Returning,1058.72,0.2408,2024-03,2024Q1,2024
ORD109455,2023-03-06,CUST01333,Vivaan Verma,PRD-BEA-019,Lipstick Elite 19,Beauty,Lipstick,North,Uttar Pradesh,1,1459.43,1459.43,0.0,723.01,736.42,Debit Card,New,1459.43,0.5046,2023-03,2023Q1,2023
ORD114402,2023-12-30,CUST00858,Diya Kumar,PRD-BOO-015,Cookbook Pro 15,Books,Cookbook,East,Jharkhand,1,1116.39,1116.39,0.2,748.82,144.29,UPI,Returning,893.11,0.1616,2023-12,2023Q4,2023
ORD115437,2024-12-22,CUST01182,Arjun Patel,PRD-BOO-007,Cookbook Pro 7,Books,Cookbook,West,Rajasthan,2,355.23,710.46,0.3,513.02,-15.7,Debit Card,New,497.32,-0.0316,2024-12,2024Q4,2024
ORD108421,2024-03-26,CUST00545,Navya Verma,PRD-HOM-023,Air Purifier Air 23,Home & Kitchen,Air Purifier,East,Odisha,1,4638.82,4638.82,0.05,3225.76,1181.12,Net Banking,Returning,4406.88,0.268,2024-03,2024Q1,2024
ORD103848,2023-01-09,CUST02346,Aadhya Malhotra,PRD-FAS-009,T-Shirt Elite 9,Fashion,T-Shirt,East,Bihar,1,957.1,957.1,0.2,543.77,221.91,UPI,Returning,765.68,0.2898,2023-01,2023Q1,2023
ORD116973,2024-11-23,CUST02305,Isha Joshi,PRD-SPO-016,Cycling Helmet Elite 16,Sports,Cycling Helmet,North,Haryana,5,3893.42,19467.1,0.15,12310.15,4236.89,Credit Card,Returning,16547.04,0.2561,2024-11,2024Q4,2024
ORD107668,2023-09-10,CUST01349,Vivaan Rao,PRD-ELE-018,Smartphone Plus 18,Electronics,Smartphone,West,Rajasthan,2,6337.95,12675.9,0.0,10084.74,2591.16,Debit Card,New,12675.9,0.2044,2023-09,2023Q3,2023
ORD107948,2024-05-09,CUST02323,Unknown,PRD-SPO-016,Cycling Helmet Elite 16,Sports,Cycling Helmet,North,Punjab,3,3642.65,10927.95,0.0,6518.85,4409.1,Debit Card,Returning,10927.95,0.4035,2024-05,2024Q2,2024
ORD108234,2023-07-24,CUST00496,Krishna Iyer,PRD-BOO-014,Fiction Novel Air 14,Books,Fiction Novel,East,Jharkhand,2,1227.42,2454.84,0.15,1741.62,344.99,Cash on Delivery,Returning,2086.61,0.1653,2023-07,2023Q3,2023
ORD113312,2024-12-17,CUST01331,Aditya Sharma,PRD-BOO-005,Fiction Novel Lite 5,Books,Fiction Novel,West,Goa,1,1080.75,1080.75,0.0,793.76,286.99,Unknown,Returning,1080.75,0.2655,2024-12,2024Q4,2024
ORD115919,2023-05-29,CUST00485,Vihaan Kumar,PRD-ELE-012,Smartphone Elite 12,Electronics,Smartphone,North,Punjab,1,4060.06,4060.06,0.05,3134.6,722.46,Debit Card,Returning,3857.06,0.1873,2023-05,2023Q2,2023
ORD109267,2023-11-03,CUST03778,Diya Verma,PRD-ELE-010,Smartwatch Classic 10,Electronics,Smartwatch,East,Bihar,1,58199.16,58199.16,0.1,46274.47,6104.77,UPI,New,52379.24,0.1165,2023-11,2023Q4,2023
ORD110483,2024-01-26,CUST03715,Diya Iyer,PRD-BOO-004,Textbook Lite 4,Books,Textbook,East,West Bengal,1,485.5,485.5,0.15,351.55,61.13,Cash on Delivery,Returning,412.68,0.1481,2024-01,2024Q1,2024
ORD113504,2023-08-01,CUST03918,Myra Reddy,PRD-BOO-021,Comic Book Pro 21,Books,Comic Book,East,Odisha,1,497.44,497.44,0.05,363.74,108.83,Cash on Delivery,Returning,472.57,0.2303,2023-08,2023Q3,2023
ORD108844,2023-04-30,CUST01816,Anika Sharma,PRD-FAS-014,Jeans Lite 14,Fashion,Jeans,North,Haryana,1,2228.58,2228.58,0.05,1216.38,900.77,Cash on Delivery,Returning,2117.15,0.4255,2023-04,2023Q2,2023
ORD115237,2023-08-01,CUST01943,Reyansh Joshi,PRD-SPO-006,Dumbbell Set Basic 6,Sports,Dumbbell Set,East,Odisha,3,2123.75,6371.25,0.25,3986.01,792.43,UPI,New,4778.44,0.1658,2023-08,2023Q3,2023
ORD109189,2023-06-27,CUST02814,Aadhya Pillai,PRD-HOM-013,Air Purifier Plus 13,Home & Kitchen,Air Purifier,West,Gujarat,1,6331.16,6331.16,0.15,4243.09,1138.4,Net Banking,Returning,5381.49,0.2115,2023-06,2023Q2,2023
ORD103808,2024-05-29,CUST00931,Saanvi Chopra,PRD-HOM-017,Vacuum Cleaner Basic 17,Home & Kitchen,Vacuum Cleaner,West,Rajasthan,1,8873.43,8873.43,0.0,5952.46,2920.97,UPI,New,8873.43,0.3292,2024-05,2024Q2,2024
ORD111689,2023-07-28,CUST00504,Riya Reddy,PRD-ELE-023,Tablet Basic 23,Electronics,Tablet,East,West Bengal,1,55024.29,55024.29,0.0,44725.42,10298.87,Debit Card,Returning,55024.29,0.1872,2023-07,2023Q3,2023
ORD107609,2024-10-08,CUST03513,Kiara Verma,PRD-HOM-028,Cookware Set Air 28,Home & Kitchen,Cookware Set,South,Tamil Nadu,2,10348.07,20696.14,0.05,14557.02,5104.31,UPI,Returning,19661.33,0.2596,2024-10,2024Q4,2024
ORD106143,2024-09-10,CUST02227,Aarav Malhotra,PRD-ELE-028,Smartphone Max 28,Electronics,Smartphone,East,West Bengal,4,25763.75,103055.0,0.05,82369.36,15532.89,UPI,New,97902.25,0.1587,2024-09,2024Q3,2024
ORD104675,2024-06-24,CUST02836,Riya Mehta,PRD-BEA-028,Hair Dryer Pro 28,Beauty,Hair Dryer,East,West Bengal,3,564.58,1693.74,0.3,870.93,314.69,Credit Card,New,1185.62,0.2654,2024-06,2024Q2,2024
ORD113743,2023-06-25,CUST03368,Anika Iyer,PRD-BOO-029,Self-Help Book Pro 29,Books,Self-Help Book,West,Goa,2,620.76,1241.52,0.1,899.28,218.09,UPI,Returning,1117.37,0.1952,2023-06,2023Q2,2023
ORD108146,2023-11-04,CUST02942,Sai Rao,PRD-HOM-028,Cookware Set Air 28,Home & Kitchen,Cookware Set,South,Tamil Nadu,3,10880.26,32640.78,0.2,23167.59,2945.03,Unknown,Returning,26112.62,0.1128,2023-11,2023Q4,2023
ORD114695,2024-09-20,CUST03531,Kiara Reddy,PRD-ELE-027,Headphones Classic 27,Electronics,Headphones,North,Uttar Pradesh,2,47956.13,95912.26,0.0,73028.78,22883.48,Credit Card,Returning,95912.26,0.2386,2024-09,2024Q3,2024
ORD105891,2023-10-07,CUST03100,Ayaan Pillai,PRD-FAS-012,T-Shirt Classic 12,Fashion,T-Shirt,East,Bihar,2,3354.39,6708.78,0.15,3576.08,2126.38,Net Banking,Returning,5702.46,0.3729,2023-10,2023Q4,2023
ORD116985,2023-12-04,CUST01305,Unknown,PRD-SPO-006,Dumbbell Set Basic 6,Sports,Dumbbell Set,East,Bihar,2,2309.29,4618.58,0.1,2827.86,1328.86,UPI,New,4156.72,0.3197,2023-12,2023Q4,2023
ORD100448,2024-12-09,CUST03489,Saanvi Iyer,PRD-BOO-012,Textbook Elite 12,Books,Textbook,East,West Bengal,3,357.34,1072.02,0.1,765.21,199.61,UPI,Returning,964.82,0.2069,2024-12,2024Q4,2024
ORD101079,2024-12-16,CUST03793,Ananya Malhotra,PRD-HOM-019,Mixer Grinder Classic 19,Home & Kitchen,Mixer Grinder,West,Rajasthan,1,1665.19,1665.19,0.05,1125.16,456.77,UPI,Returning,1581.93,0.2887,2024-12,2024Q4,2024
ORD114268,2023-09-25,CUST01737,Ananya Reddy,PRD-BOO-015,Cookbook Pro 15,Books,Cookbook,South,Tamil Nadu,2,1094.97,2189.94,0.0,1535.32,654.62,Credit Card,Returning,2189.94,0.2989,2023-09,2023Q3,2023
ORD107726,2024-09-14,CUST03137,Isha Joshi,PRD-HOM-005,Air Purifier Lite 5,Home & Kitchen,Air Purifier,West,Goa,1,14509.67,14509.67,0.15,9639.08,2694.14,Debit Card,Returning,12333.22,0.2184,2024-09,2024Q3,2024
ORD113818,2023-01-30,CUST00427,Kiara Patel,PRD-HOM-015,Bedsheet Set Lite 15,Home & Kitchen,Bedsheet Set,East,Bihar,1,11058.55,11058.55,0.0,7310.49,3748.06,Debit Card,New,11058.55,0.3389,2023-01,2023Q1,2023
ORD111597,2024-01-26,CUST01678,Vihaan Malhotra,PRD-BOO-014,Fiction Novel Air 14,Books,Fiction Novel,East,West Bengal,3,1150.75,3452.25,0.0,2460.75,991.5,Credit Card,New,3452.25,0.2872,2024-01,2024Q1,2024
ORD100283,2024-03-23,CUST03149,Riya Gupta,PRD-ELE-001,Smartwatch Pro 1,Electronics,Smartwatch,East,Jharkhand,1,47324.66,47324.66,0.0,36638.34,-1144.84,Credit Card,New,47324.66,-0.0242,2024-03,2024Q1,2024
ORD117614,2023-05-23,CUST03239,Vihaan Menon,PRD-FAS-029,Handbag Classic 29,Fashion,Handbag,East,Jharkhand,4,926.57,3706.28,0.15,1972.2,1178.14,UPI,Returning,3150.34,0.374,2023-05,2023Q2,2023
ORD105986,2024-10-14,CUST03821,Ayaan Reddy,PRD-SPO-029,Dumbbell Set Pro 29,Sports,Dumbbell Set,West,Rajasthan,3,3246.26,9738.78,0.2,5770.89,2020.13,Credit Card,Returning,7791.02,0.2593,2024-10,2024Q4,2024
ORD113789,2023-02-27,CUST02432,Kiara Malhotra,PRD-HOM-015,Bedsheet Set Lite 15,Home & Kitchen,Bedsheet Set,South,Tamil Nadu,2,10400.26,20800.52,0.0,13460.58,7339.94,UPI,Returning,20800.52,0.3529,2023-02,2023Q1,2023
ORD111097,2024-07-22,CUST01028,Ananya Malhotra,PRD-SPO-006,Dumbbell Set Basic 6,Sports,Dumbbell Set,East,Bihar,1,2298.09,2298.09,0.0,1402.35,551.03,Credit Card,Returning,2298.09,0.2398,2024-07,2024Q3,2024
